-12.877,0.0,0.0
-16.349,0.0,0.0
-19.119,0.0,0.0
-21.89,0.0,0.0
-25.349,0.0,0.0
-28.12,0.0,0.0
-31.579,0.0,0.0
-34.349,0.0,0.0
-37.119,0.0,0.0
-40.579,0.0,0.0
-43.349,0.0,0.0
-46.12,0.0,0.0
-49.579,0.0,0.0
-52.349,0.0,0.0
-55.809,0.0,0.0
-58.579,0.0,0.0
-61.349,0.0,0.0
-64.809,0.0,0.0
-67.579,0.0,0.0
-70.349,0.0,0.0
-73.119,0.0,0.0
-76.579,0.0,0.0
-79.349,0.0,0.0
-82.12,0.0,0.0
-85.579,0.0,0.0
-88.349,0.0,0.0
-91.809,0.0,0.0
-94.579,0.0,0.0
-97.349,0.0,0.0
-100.809,0.0,0.0
-103.579,0.0,0.0
-106.349,0.0,0.0
-109.119,0.0,0.0
-112.579,0.0,0.0
-115.349,0.0,0.0
-118.809,0.0,0.0
-121.579,0.0,0.0
-124.349,0.0,0.0
-126.045,0.0,0.0
-125.699,0.0,0.0
-125.353,0.0,0.0
-125.006,0.0,0.0
-124.574,0.0,0.0
-124.228,0.0,0.0
-123.881,0.0,0.0
-123.449,0.0,0.0
-123.103,0.0,0.0
-122.756,0.0,0.0
-122.324,0.0,0.0
-121.978,0.0,0.0
-121.631,0.0,0.0
-121.199,0.0,0.0
-120.853,0.0,0.0
-120.506,0.0,0.0
-120.074,0.0,0.0
-119.728,0.0,0.0
-119.381,0.0,0.0
-119.035,0.0,0.0
-118.603,0.0,0.0
-118.256,0.0,0.0
-117.91,0.0,0.0
-117.564,0.0,0.0
-117.218,0.0,0.0
-116.785,0.0,0.0
-116.439,0.0,0.0
-116.335,0.0,0.0
-116.767,0.0,0.0
-117.113,0.0,0.0
-117.46,0.0,0.0
-117.806,0.0,0.0
-118.238,0.0,0.0
-118.585,0.0,0.0
-119.017,0.0,0.0
-119.363,0.0,0.0
-119.71,0.0,0.0
-120.056,0.0,0.0
-120.488,0.0,0.0
-120.835,0.0,0.0
-121.181,0.0,0.0
-121.527,0.0,0.0
-121.96,0.0,0.0
-122.306,0.0,0.0
-122.652,0.0,0.0
-123.085,0.0,0.0
-123.431,0.0,0.0
-123.777,0.0,0.0
-124.21,0.0,0.0
-124.556,0.0,0.0
-124.902,0.0,0.0
-125.06,0.0,0.0
-124.714,0.0,0.0
-124.282,0.0,0.0
-123.935,0.0,0.0
-123.589,0.0,0.0
-123.243,0.0,0.0
-122.896,0.0,0.0
-122.464,0.0,0.0
-122.118,0.0,0.0
-121.771,0.0,0.0
-121.339,0.0,0.0
-120.993,0.0,0.0
-120.646,0.0,0.0
-120.3,0.0,0.0
-119.868,0.0,0.0
-119.521,0.0,0.0
-119.175,0.0,0.0
-118.829,0.0,0.0
-118.483,0.0,0.0
-118.05,0.0,0.0
-117.704,0.0,0.0
-117.271,0.0,0.0
-116.925,0.0,0.0
-116.579,0.0,0.0
-116.146,0.0,0.0
-115.8,0.0,0.0
-115.454,0.0,0.0
0.0,0.0,-0.128
0.0,0.0,-2.554
0.0,0.0,-5.325
0.0,0.0,-8.784
0.0,0.0,-11.554
0.0,0.0,-15.014
0.0,0.0,-17.784
0.0,0.0,-19.11
0.0,0.0,-18.677
0.0,0.0,-18.331
0.0,0.0,-17.985
0.0,0.0,-17.552
0.0,0.0,-17.206
0.0,0.0,-16.86
0.0,0.0,-16.513
0.0,0.0,-16.081
0.0,0.0,-15.735
0.0,0.0,-15.388
0.0,0.0,-15.042
0.0,0.0,-14.61
0.0,0.0,-14.263
0.0,0.0,-13.831
0.0,0.0,-13.485
0.0,0.0,-13.138
0.0,0.0,-12.706
0.0,0.0,-12.36
0.0,0.0,-12.013
0.0,0.0,-11.667
0.0,0.0,-11.235
0.0,0.0,-10.888
0.0,0.0,-10.542
0.0,0.0,-10.11
0.0,0.0,-9.763
0.0,0.0,-9.417
0.0,0.0,-9.071
0.0,0.0,-8.638
0.0,0.0,-8.292
0.0,0.0,-7.946
0.0,0.0,-7.599
0.0,0.0,-7.253
0.0,0.0,-6.821
0.0,0.0,-6.474
0.0,0.0,-6.128
0.0,0.0,-5.696
0.0,0.0,-5.349
0.0,0.0,-4.917
0.0,0.0,-4.571
0.0,0.0,-4.224
0.0,0.0,-3.878
0.0,0.0,-3.532
0.0,0.0,-3.099
0.0,0.0,-2.753
0.0,0.0,-2.407
0.0,0.0,-1.974
0.0,0.0,-1.628
0.0,0.0,-1.282
0.0,0.0,-0.936
0.0,0.0,-0.503
0.0,0.0,-0.328
0.0,0.0,-0.674
0.0,0.0,-1.021
0.0,0.0,-1.453
0.0,0.0,-1.799
0.0,0.0,-2.146
0.0,0.0,-2.492
0.0,0.0,-3.011
0.0,0.0,-3.357
0.0,0.0,-3.703
0.0,0.0,-4.136
0.0,0.0,-4.482
0.0,0.0,-4.828
0.0,0.0,-5.261
0.0,0.0,-5.607
0.0,0.0,-5.953
0.0,0.0,-6.299
0.0,0.0,-6.646
0.0,0.0,-7.078
0.0,0.0,-7.424
0.0,0.0,-7.771
0.0,0.0,-8.117
0.0,0.0,-8.549
0.0,0.0,-8.896
0.0,0.0,-9.242
0.0,0.0,-9.674
0.0,0.0,-10.021
0.0,0.0,-10.367
0.0,0.0,-10.799
0.0,0.0,-11.146
0.0,0.0,-11.492
0.0,0.0,-11.838
0.0,0.0,-12.271
0.0,0.0,-12.617
0.0,0.0,-12.963
0.0,0.0,-13.396
0.0,0.0,-13.742
0.0,0.0,-14.088
0.0,0.0,-14.521
0.0,0.0,-14.867
0.0,0.0,-15.213
0.0,0.0,-15.646
0.0,0.0,-15.992
0.0,0.0,-16.338
0.0,0.0,-16.771
0.0,0.0,-17.117
0.0,0.0,-17.463
0.0,0.0,-17.896
0.0,0.0,-18.242
0.0,0.0,-18.588
0.0,0.0,-18.322
0.0,0.0,-17.976
0.0,0.0,-17.63
0.0,0.0,-17.197
0.0,0.0,-16.851
0.0,0.0,-16.505
0.0,0.0,-16.159
0.0,0.0,-15.726
0.0,0.0,-15.38
0.0,0.0,-15.034
0.0,0.0,-14.687
0.0,0.0,-14.255
0.0,0.0,-13.909
0.0,0.0,-13.476
0.0,0.0,-13.13
0.0,0.0,-12.784
0.0,0.0,-12.437
0.0,0.0,-12.005
0.0,0.0,-11.659
0.0,0.0,-11.312
0.0,0.0,-10.966
0.0,0.0,-10.533
0.0,0.0,-10.187
0.0,0.0,-9.841
0.0,0.0,-9.409
0.0,0.0,-9.062
0.0,0.0,-8.716
0.0,0.0,-8.37
0.0,0.0,-7.937
0.0,0.0,-7.591
0.0,0.0,-7.245
0.0,0.0,-6.812
0.0,0.0,-6.466
0.0,0.0,-6.12
0.0,0.0,-5.773
0.0,0.0,-5.341
0.0,0.0,-4.995
0.0,0.0,-4.648
0.0,0.0,-4.302
0.0,0.0,-3.956
0.0,0.0,-3.523
0.0,0.0,-3.177
0.0,0.0,-2.831
0.0,0.0,-2.398
0.0,0.0,-2.052
0.0,0.0,-1.706
0.0,0.0,-1.273
